yearMonth,assunto_cnj,count
2014-02-01,Abatimento proporcional do preço,4
2014-02-01,Abono de Permanência,3
2014-02-01,Aborto provocado por terceiro,1
2014-02-01,Abuso Sexual,1
2014-02-01,Acidente Aéreo,1
2014-02-01,Acidente de Trabalho,12
2014-02-01,Acidente De Trabalho,44
2014-02-01,Acidente de Trânsito,112
2014-02-01,Acumulação de Proventos,1
2014-02-01,Adicional de Horas Extras,21
2014-02-01,Adicional de Insalubridade,22
2014-02-01,Adicional de Periculosidade,6
2014-02-01,Adicional de Serviço Noturno,105
2014-02-01,Adicional por Tempo de Serviço,9
2014-02-01,Adimplemento e Extinção,2
2014-02-01,Adjudicação Compulsória,4
2014-02-01,Administração de Herança,2
2014-02-01,Admissão / Permanência / Despedida,2
2014-02-01,Adoção de Criança,8
2014-02-01,Adoção de Maior,1
2014-02-01,Adulteração de Sinal Identificador de Veículo Automotor,1
2014-02-01,Agêncie e Distribuição,4
2014-02-01,Águas Públicas,1
2014-02-01,Alienação Fiduciária,2440
2014-02-01,Alimentos,244
2014-02-01,Alteração de Coisa Comum,2
2014-02-01,Ameaça,34
2014-02-01,Ameaça (art. 147),1
2014-02-01,Anulação,1
2014-02-01,Anulação de Débito Fiscal,1
2014-02-01,Aposentadoria,25
2014-02-01,Aposentadoria por Invalidez,10
2014-02-01,Aposentadoria por Invalidez Acidentária,9
2014-02-01,Aposentadoria por Tempo de Contribuição (Art. 55/6),1
2014-02-01,Apreensão,1
2014-02-01,Apropriação indébita,1
2014-02-01,Apropriação indébita Previdenciária,1
2014-02-01,Apuração de haveres,1
2014-02-01,Aquisição,15
2014-02-01,Arrendamento Mercantil,116
2014-02-01,Arrendamento Rural,19
2014-02-01,Assédio Sexual,1
2014-02-01,Assinatura Básica Mensal,5
2014-02-01,Assistência à Saúde,11
2014-02-01,Associação,2
2014-02-01,Associação para a Produção e Tráfico e Condutas Afins,5
2014-02-01,Atentado Violento ao Pudor,7
2014-02-01,Ato / Negócio Jurídico,3
2014-02-01,Ato Infracional,81
2014-02-01,"Ato Lesivo ao Patrimônio Artístico, Estético, Histórico ou Turístico",3
2014-02-01,Atos Administrativos,25
2014-02-01,Atos Unilaterais,2
2014-02-01,Auxílio-Acidente (Art. 86),105
2014-02-01,Auxílio-Alimentação,891
2014-02-01,Auxílio-Doença Acidentário,272
2014-02-01,Auxílio-Doença Previdenciário,1
2014-02-01,Auxílio-Natalidade,2
2014-02-01,Auxílio-transporte,2
2014-02-01,Bancários,249
2014-02-01,Bem de Família,9
2014-02-01,Benefícios em Espécie,44
2014-02-01,Busca e Apreensão de Menores,5
2014-02-01,Cadastro de Análise de Crédito,3
2014-02-01,Calúnia,3
2014-02-01,Cancelamento de Protesto,4
2014-02-01,Cancelamento de vôo,1
2014-02-01,Capacidade,68
2014-02-01,Cartão de Crédito,221
2014-02-01,Casamento,28
2014-02-01,Cédula de Crédito Bancário,17
2014-02-01,Cédula de Crédito Comercial,3
2014-02-01,Cédula de Crédito Rural,12
2014-02-01,Cédula de Produto Rural,3
2014-02-01,Cheque,106
2014-02-01,Classificação e/ou Preterição,23
2014-02-01,CNH - Carteira Nacional de Habilitação,6
2014-02-01,Coação no curso do processo,1
2014-02-01,Cofins,10
2014-02-01,Coisas,228
2014-02-01,Comissão,1
2014-02-01,Comodato,8
2014-02-01,Compra e Venda,131
2014-02-01,Compromisso,5
2014-02-01,Concessão,23
2014-02-01,Concessão / Permissão / Autorização,4
2014-02-01,Concurso Público / Edital,70
2014-02-01,Condomínio,23
2014-02-01,Condomínio em Edifício,13
2014-02-01,Conselhos Regionais e Afins (Anuidade),1
2014-02-01,Consórcio,37
2014-02-01,Constrangimento ilegal,1
2014-02-01,Contra a Honra,1
2014-02-01,Contra a liberdade pessoal,3
2014-02-01,Contra a vida,1
2014-02-01,Contra o Patrimônio,2
2014-02-01,Contrato Temporário de Mão de Obra L 8.745/1993,1
2014-02-01,Contratos Administrativos,23
2014-02-01,Contratos Bancários,804
2014-02-01,Contratos de Consumo,303
2014-02-01,Contratos de Participacao Financeira,536
2014-02-01,Contravenções Penais,15
2014-02-01,Contribuição Sindical,3
2014-02-01,Contribuições,7
2014-02-01,Contribuições de Melhoria,12
2014-02-01,Contribuições Previdenciárias,139
2014-02-01,Controle de Constitucionalidade,2
2014-02-01,Correção Monetária,1
2014-02-01,Corretagem,6
2014-02-01,Corrupção ativa,1
2014-02-01,Crédito Prêmio,1
2014-02-01,Crédito Tributário,2
2014-02-01,Crime contra o Pátrio-Poder e Tutela,6
2014-02-01,Crimes Contra a Assistência Familiar,1
2014-02-01,Crimes contra a Fauna,4
2014-02-01,Crimes contra a Flora,2
2014-02-01,Crimes contra as Relações de Consumo,1
2014-02-01,Crimes contra o Patrimônio,1
2014-02-01,Crimes de Responsabilidade,1
2014-02-01,Crimes de Tráfico Ilícito e uso indevido de drogas - L 6368,9
2014-02-01,Crimes de Trânsito,40
2014-02-01,Crimes do Sistema Nacional de Armas,30
2014-02-01,Crimes do Sistema Nacional de Armas - L 9437,1
2014-02-01,Crimes Previstos na Legislação Extravagante,1
2014-02-01,Crimes Previstos no Estatuto da criança e do adolescente,2
2014-02-01,Curadoria dos bens do ausente,2
2014-02-01,Curso de Formação,4
2014-02-01,Da Poluição,4
2014-02-01,Dano (art. 163),1
2014-02-01,Dano ao Erário,4
2014-02-01,Dano Qualificado,6
2014-02-01,De Tráfico Ilícito e Uso Indevido de Drogas,13
2014-02-01,Decorrente de Violência Doméstica,27
2014-02-01,Defensoria Pública,1
2014-02-01,Denunciação caluniosa,1
2014-02-01,Desacato,4
2014-02-01,Desacato (art. 331),2
2014-02-01,Desapropriação,6
2014-02-01,Desapropriação Indireta,2
2014-02-01,Desapropriação por Utilidade Pública / DL 3.365/1941,6
2014-02-01,Descontos Indevidos,46
2014-02-01,Desenho Industrial,2
2014-02-01,Desobediência,8
2014-02-01,Despejo para Uso Próprio,1
2014-02-01,Despejo por Denúncia Vazia,7
2014-02-01,Despesas Condominiais,11
2014-02-01,Diárias e Outras Indenizações,6
2014-02-01,Difamação,3
2014-02-01,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,54
2014-02-01,Direito Autoral,2
2014-02-01,DIREITO CIVIL,12
2014-02-01,DIREITO DA CRIANÇA E DO ADOLESCENTE,120
2014-02-01,Direito de Imagem,9
2014-02-01,Direito de Vizinhança,15
2014-02-01,DIREITO DO CONSUMIDOR,14
2014-02-01,DIREITO DO TRABALHO,1
2014-02-01,DIREITO PENAL,33
2014-02-01,Direitos / Deveres do Condômino,2
2014-02-01,Direitos da Personalidade,4
2014-02-01,Disponibilidade / Aproveitamento,1
2014-02-01,Dissolução,144
2014-02-01,Dívida Ativa não-tributária,34
2014-02-01,Divisão e Demarcação,9
2014-02-01,Do Sistema Nacional de Armas,4
2014-02-01,Duplicata,53
2014-02-01,Empregado Público / Temporário,30
2014-02-01,Empreitada,2
2014-02-01,Empréstimo consignado,59
2014-02-01,Ensino Fundamental e Médio,68
2014-02-01,Ensino Superior,24
2014-02-01,Erro Médico,18
2014-02-01,Esbulho / Turbação / Ameaça,37
2014-02-01,Espécies de Contratos,74
2014-02-01,Espécies de Títulos de Crédito,45
2014-02-01,Estabelecimentos de Ensino,15
2014-02-01,Estaduais,4
2014-02-01,Estelionato,13
2014-02-01,Estupro,29
2014-02-01,Estupro (Art. 213),3
2014-02-01,Estupro de vulnerável,15
2014-02-01,Exame Psicotécnico / Psiquiátrico,1
2014-02-01,Execução Contratual,1
2014-02-01,Exibicao de Documentos,57
2014-02-01,Exoneração,47
2014-02-01,Expurgos Inflacionários / Planos Econômicos,161
2014-02-01,Extorsão mediante seqüestro,1
2014-02-01,Extravio de bagagem,4
2014-02-01,Falsificação / Corrupção / Adulteração / Alteração de produto destinado a fins terapêuticos ou medicinais,1
2014-02-01,Falsificação / Corrupção / Adulteração / Alteração de Substância ou Produtos Alimentícios,1
2014-02-01,Família,42
2014-02-01,Fauna,2
2014-02-01,Férias,13
2014-02-01,Fiança,2
2014-02-01,Financiamento de Produto,7
2014-02-01,Fiscalização,7
2014-02-01,Fixação,22
2014-02-01,Fornecimento de Água,44
2014-02-01,Fornecimento de Energia Elétrica,183
2014-02-01,Franquia,2
2014-02-01,Fuga de pessoa presa ou submetida a medida de segurança,2
2014-02-01,Furto,33
2014-02-01,Furto (art. 155),7
2014-02-01,Furto de Veículo Automotor a ser Transportado para outro Estado ou Exterior,1
2014-02-01,Furto Qualificado,68
2014-02-01,"Furto Qualificado (Art. 155, § 4o.)",4
2014-02-01,Garantias Constitucionais,7
2014-02-01,Gestão de Negócios,3
2014-02-01,Gratificação Natalina/13º salário,12
2014-02-01,Gratificações de Atividade,13
2014-02-01,Gratificações e Adicionais,24
2014-02-01,Grave,2
2014-02-01,Guarda,94
2014-02-01,Habilitação / Registro Cadastral / Julgamento / Homologação,1
2014-02-01,Habitação,1
2014-02-01,Hipoteca,2
2014-02-01,Homicídio Privilegiado,1
2014-02-01,Homicídio Qualificado,270
2014-02-01,Homicídio Simples,97
2014-02-01,Honorarios Profissionais,43
2014-02-01,ICMS / Incidência Sobre o Ativo Fixo,6
2014-02-01,ICMS/ Imposto sobre Circulação de Mercadorias,307
2014-02-01,Imissão,9
2014-02-01,Impostos,81
2014-02-01,Improbidade Administrativa,28
2014-02-01,Inadimplemento,73
2014-02-01,Incêndio,1
2014-02-01,Inclusão Indevida em Cadastro de Inadimplentes,354
2014-02-01,Inconstitucionalidade Material,1
2014-02-01,Indenização / Terço Constitucional,1
2014-02-01,Indenização por Dano Material,105
2014-02-01,Indenizaçao por Dano Moral,4
2014-02-01,Indenização por Dano Moral,964
2014-02-01,Industrial / Mercantil,3
2014-02-01,Infração Administrativa,6
2014-02-01,Inquérito / Processo / Recurso Administrativo,2
2014-02-01,Inscrição / Documentação,1
2014-02-01,Inspeção Sanitária de Origem Animal,1
2014-02-01,Integralidade,205
2014-02-01,Interdição,2
2014-02-01,Interpretação / Revisão de Contrato,29
2014-02-01,Intervenção do Estado na Propriedade,1
2014-02-01,Invalidez Permanente,2
2014-02-01,Inventário e Partilha,103
2014-02-01,Investigação de Maternidade,1
2014-02-01,Investigação de Paternidade,45
2014-02-01,IPTU/ Imposto Predial e Territorial Urbano,316
2014-02-01,IPVA - Imposto Sobre Propriedade de Veículos Automotores,31
2014-02-01,IRPF/Imposto de Renda de Pessoa Física,21
2014-02-01,Irredutibilidade de Vencimentos,2
2014-02-01,Isonomia,2
2014-02-01,Isonomia/Equivalência Salarial,6
2014-02-01,ISS/ Imposto sobre Serviços,92
2014-02-01,ITBI - Imposto de Transmissão Intervivos de Bens Móveis e Imóveis,7
2014-02-01,ITCD - Imposto de Transmissão Causa Mortis,8
2014-02-01,Jogos de Bingo e/ou Caça-níqueis,1
2014-02-01,Jornada de Trabalho,5
2014-02-01,Juros de Mora - Legais / Contratuais,1
2014-02-01,Latrocínio,39
2014-02-01,Lesões Corporais,2
2014-02-01,Leve,9
2014-02-01,Liberação de Veículo Apreendido,9
2014-02-01,Licença Prêmio,13
2014-02-01,Licença-Prêmio,16
2014-02-01,Licenças,13
2014-02-01,Licenças / Afastamentos,4
2014-02-01,Licenciamento de Veículo,7
2014-02-01,Licitações,28
2014-02-01,Limitação de Juros,1
2014-02-01,Liquidação / Cumprimento / Execução :: Competência de Precatória Cível,1
2014-02-01,Locação / Permissão / Concessão / Autorização / Cessão de Uso,3
2014-02-01,Locação de Imóvel,104
2014-02-01,Locação de Móvel,3
2014-02-01,Mandato,11
2014-02-01,Marca,2
2014-02-01,Maus Tratos,3
2014-02-01,Medidas Sócioeducativas,4
2014-02-01,Meio Ambiente,22
2014-02-01,Militar,16
2014-02-01,Moeda Falsa / Assimilados,1
2014-02-01,Movimentos Repetitivos/Tenossinovite/LER/DORT,1
2014-02-01,Multa,1
2014-02-01,Multas e demais Sanções,62
2014-02-01,Municipais,13
2014-02-01,Mútuo,109
2014-02-01,Nomeação,28
2014-02-01,Nota de Crédito Comercial,2
2014-02-01,Nota de Crédito Rural,3
2014-02-01,Nota Promissória,39
2014-02-01,Obrigações,179
2014-02-01,Oferta,5
2014-02-01,Ordenação da Cidade / Plano Diretor,3
2014-02-01,Organização Político-administrativa / Administração Pública,1
2014-02-01,Pagamento,16
2014-02-01,Pagamento em Consignação,1
2014-02-01,Pagamento Indevido,2
2014-02-01,Parceria Agrícola e/ou pecuária,6
2014-02-01,Parlamentares,1
2014-02-01,Patente,1
2014-02-01,Peculato,3
2014-02-01,Penhor,1
2014-02-01,Pensão,63
2014-02-01,Pensão por Morte (Art. 74/9),11
2014-02-01,Perdas e Danos,2
2014-02-01,Pessoas Jurídicas,1
2014-02-01,Pessoas naturais,1
2014-02-01,Piso Salarial,175
2014-02-01,Plano de Classificação de Cargos,2
2014-02-01,Planos de Saúde,279
2014-02-01,Pobreza,1
2014-02-01,Posse,110
2014-02-01,Posse de Drogas para Consumo Pessoal,7
2014-02-01,Praticados por Particular Contra a Administração em Geral,1
2014-02-01,Prestação de Serviços,110
2014-02-01,Previdência privada,62
2014-02-01,Previlegiada,1
2014-02-01,Processo Administrativo Disciplinar / Sindicância,1
2014-02-01,Processo Administrativo Disciplinar ou Sindicância,5
2014-02-01,Processo Disciplinar / Sindicância,2
2014-02-01,Promessa de Compra e Venda,159
2014-02-01,Promoção,28
2014-02-01,Promoção / Ascensão,76
2014-02-01,Propriedade,14
2014-02-01,Propriedade Intelectual / Industrial,6
2014-02-01,Protesto Indevido de Título,3
2014-02-01,Pulsos Excedentes,1
2014-02-01,"Reajuste de Remuneração, Soldo, Proventos ou Pensão",32
2014-02-01,"Reajustes de Remuneração, Proventos ou Pensão",1099
2014-02-01,Receptação,14
2014-02-01,Receptação Qualificada,2
2014-02-01,Reconhecimento / Dissolução,121
2014-02-01,Recuperação judicial e Falência,11
2014-02-01,Redução da Capacidade Auditiva,2
2014-02-01,Regime de Bens Entre os Cônjuges,2
2014-02-01,Regime Estatutário,1
2014-02-01,Regime Previdenciário,1
2014-02-01,Registro Civil das Pessoas Naturais,10
2014-02-01,Registro de Imóveis,10
2014-02-01,Registro de Óbito após prazo legal,2
2014-02-01,Registro em Cadastro,2
2014-02-01,Registro em Cadastro de Análise de Crédito,1
2014-02-01,Regulamentação de Visitas,39
2014-02-01,Reintegração,7
2014-02-01,Reivindicação,10
2014-02-01,Relações de Parentesco,11
2014-02-01,Remoção,3
2014-02-01,Representação comercial,4
2014-02-01,Rescisão,1
2014-02-01,Rescisão / Resolução,5
2014-02-01,Rescisão do contrato e devolução do dinheiro,49
2014-02-01,Reserva de Dominio,16
2014-02-01,Responsabilidade Civil,976
2014-02-01,Responsabilidade Civil do Empregador,4
2014-02-01,Responsabilidade da Administração,72
2014-02-01,Responsabilidade do Fornecedor,11
2014-02-01,Restabelecimento,4
2014-02-01,Retificação de Data de Nascimento,5
2014-02-01,Retificação de Nome,9
2014-02-01,Revisão,118
2014-02-01,"Revisão Geral Anual (Mora do Executivo - inciso X, art. 37, CF 1988)",2
2014-02-01,Revogação/Anulação de multa ambiental,1
2014-02-01,Roubo,58
2014-02-01,Roubo (art. 157),34
2014-02-01,Roubo Majorado,243
2014-02-01,Rural (Art. 48/51),1
2014-02-01,Salário-Família,3
2014-02-01,Saúde,15
2014-02-01,Seção Cível,2
2014-02-01,Seguro,420
2014-02-01,Seqüestro e cárcere privado,4
2014-02-01,Serviços,17
2014-02-01,Serviços Hospitalares,6
2014-02-01,Serviços Profissionais,9
2014-02-01,Servidão,2
2014-02-01,Servidao de Eletroduto,7
2014-02-01,Servidor Público Civil,111
2014-02-01,Servidores Ativos,24
2014-02-01,Servidores Inativos,54
2014-02-01,Sistema Financeiro da Habitação,35
2014-02-01,Sistema Nacional de Trânsito,67
2014-02-01,Sistema Remuneratório e Benefícios,652
2014-02-01,Sociedade,8
2014-02-01,Substituição do Produto,12
2014-02-01,Sucessões,25
2014-02-01,Sustação de Protesto,20
2014-02-01,Tarifas,72
2014-02-01,Taxa de Fiscalização Ambiental,1
2014-02-01,Taxa de Licenciamento de Estabelecimento,1
2014-02-01,Taxa de Limpeza Pública,3
2014-02-01,Taxas,3
2014-02-01,Telefonia,582
2014-02-01,Tempo de Serviço,2
2014-02-01,Tempo de Serviço Rural/Contribuições não Recolhidas,1
2014-02-01,Títulos de Crédito,3
2014-02-01,Tráfico de Drogas e Condutas Afins,577
2014-02-01,Transação,12
2014-02-01,Transporte Aéreo,17
2014-02-01,Transporte de Coisas,10
2014-02-01,Transporte de Pessoas,18
2014-02-01,Transporte Terrestre,1
2014-02-01,Tratamento da Própria Saúde,2
2014-02-01,Tratamento Medico-Hospitalar e/ou Fornecimento,184
2014-02-01,Tratamento Médico-Hospitalar e/ou Fornecimento de Medicamentos,834
2014-02-01,Troca ou Permuta,1
2014-02-01,Turismo,6
2014-02-01,Tutela e Curatela,15
2014-02-01,União Estável ou Concubinato,14
2014-02-01,Unidade de Conservação da Natureza,1
2014-02-01,Uso de documento falso,4
2014-02-01,Uso ou Tráfico de Drogas,1
2014-02-01,Usucapiao (Bens Moveis),6
2014-02-01,Usucapião da L 6.969/1981,1
2014-02-01,Usucapião Especial (Constitucional),3
2014-02-01,Usucapião Especial Coletiva,1
2014-02-01,Usucapião Extraordinária,14
2014-02-01,Usucapião Ordinária,8
2014-02-01,Veículos,2
2014-02-01,Violação aos Princípios Administrativos,1
2014-02-01,Violação de domicílio,3
2014-02-01,NA,1860
2014-03-01,Abandono Intelectual,2
2014-03-01,Abandono Material,8
2014-03-01,Abatimento proporcional do preço,2
2014-03-01,Abono de Permanência,4
2014-03-01,Abuso Sexual,1
2014-03-01,Acidente de Trabalho,13
2014-03-01,Acidente De Trabalho,20
2014-03-01,Acidente de Trânsito,197
2014-03-01,Adicional de Horas Extras,25
2014-03-01,Adicional de Insalubridade,37
2014-03-01,Adicional de Periculosidade,4
2014-03-01,Adicional de Serviço Noturno,59
2014-03-01,Adicional por Tempo de Serviço,8
2014-03-01,Adimplemento e Extinção,1
2014-03-01,Adjudicação Compulsória,24
2014-03-01,Administração,5
2014-03-01,Administração de Herança,1
2014-03-01,Administração judicial,2
2014-03-01,Admissão / Permanência / Despedida,2
2014-03-01,Adoção de Criança,4
2014-03-01,Adulteração de Sinal Identificador de Veículo Automotor,7
2014-03-01,Agentes Políticos,3
2014-03-01,Agrotóxicos,1
2014-03-01,Água e/ou Esgoto,1
2014-03-01,Águas Públicas,1
2014-03-01,Alienação Fiduciária,3570
2014-03-01,Alimentos,184
2014-03-01,Amamentação,1
2014-03-01,Ameaça,34
2014-03-01,Ameaça (art. 147),3
2014-03-01,Anulação,12
2014-03-01,Anulação de Débito Fiscal,1
2014-03-01,Anulação e Correção de Provas / Questões,5
2014-03-01,Apólices da Dívida Pública,1
2014-03-01,Aposentadoria,35
2014-03-01,Aposentadoria por Invalidez,8
2014-03-01,Aposentadoria por Invalidez Acidentária,5
2014-03-01,Aposentadoria por Tempo de Contribuição (Art. 55/6),1
2014-03-01,Apropriação de Coisa Achada,1
2014-03-01,"Apropriação de Coisa Havida por Erro, Caso Fortuito ou Força da Natureza",1
2014-03-01,Apropriação indébita,6
2014-03-01,Apuração de haveres,4
2014-03-01,Aquisição,28
2014-03-01,Arras ou Sinal,1
2014-03-01,Arrendamento Mercantil,219
2014-03-01,Arrendamento Rural,21
2014-03-01,Assembléia,9
2014-03-01,Assinatura Básica Mensal,9
2014-03-01,Assistência à Saúde,41
2014-03-01,Associação,7
2014-03-01,Associação para a Produção e Tráfico e Condutas Afins,3
2014-03-01,Atentado Violento ao Pudor,27
2014-03-01,Atentado Violento ao Pudor (Art. 214),1
2014-03-01,Atividade Política,2
2014-03-01,Ato / Negócio Jurídico,7
2014-03-01,Ato Infracional,58
2014-03-01,"Ato Lesivo ao Patrimônio Artístico, Estético, Histórico ou Turístico",1
2014-03-01,Atos Administrativos,40
2014-03-01,Atos Unilaterais,9
2014-03-01,Atraso de vôo,5
2014-03-01,Autofalência,1
2014-03-01,Auxílio-Acidente (Art. 86),68
2014-03-01,Auxílio-Alimentação,442
2014-03-01,Auxílio-Doença Acidentário,169
2014-03-01,Averbação / Contagem de Tempo Especial,1
2014-03-01,Bancários,584
2014-03-01,Bem de Família,6
2014-03-01,Benefícios em Espécie,24
2014-03-01,Bens Públicos,2
2014-03-01,Busca e Apreensão de Menores,10
2014-03-01,Cadastro de Análise de Crédito,5
2014-03-01,Calúnia,4
2014-03-01,Cancelamento de Protesto,6
2014-03-01,Cancelamento de vôo,5
2014-03-01,Capacidade,76
2014-03-01,Cartão de Crédito,410
2014-03-01,Casamento,17
2014-03-01,Cédula de Crédito Bancário,44
2014-03-01,Cédula de Crédito Comercial,3
2014-03-01,Cédula de Crédito Industrial,6
2014-03-01,Cédula de Crédito Rural,21
2014-03-01,Cédula de Produto Rural,8
2014-03-01,Cédula Hipotecária,3
2014-03-01,Cessão de Crédito,2
2014-03-01,Cheque,234
2014-03-01,Classificação de créditos,2
2014-03-01,Classificação e/ou Preterição,18
2014-03-01,CNH - Carteira Nacional de Habilitação,25
2014-03-01,Coação no curso do processo,6
2014-03-01,Cobrança indevida de ligações,5
2014-03-01,Cofins,10
2014-03-01,Coisas,210
2014-03-01,Comissão,2
2014-03-01,Comodato,12
2014-03-01,Compensação,3
2014-03-01,Compra e Venda,286
2014-03-01,Compromisso,9
2014-03-01,Compulsória,1
2014-03-01,Concessão,21
2014-03-01,Concessão / Permissão / Autorização,2
2014-03-01,Concurso de Credores,3
2014-03-01,Concurso Público / Edital,99
2014-03-01,Condomínio,33
2014-03-01,Condomínio em Edifício,52
2014-03-01,Conselhos Regionais e Afins (Anuidade),2
2014-03-01,Consórcio,111
2014-03-01,Constituição de Renda,2
2014-03-01,Contra a vida,4
2014-03-01,Contrato Temporário de Mão de Obra L 8.745/1993,6
2014-03-01,Contratos Administrativos,45
2014-03-01,Contratos Bancários,1969
2014-03-01,Contratos de Consumo,292
2014-03-01,Contratos de Participacao Financeira,1315
2014-03-01,Contravenções Penais,46
2014-03-01,Contribuição de Iluminação Pública,1
2014-03-01,Contribuição Sindical,12
2014-03-01,Contribuições,5
2014-03-01,Contribuições de Melhoria,9
2014-03-01,Contribuições Previdenciárias,244
2014-03-01,Controle de Constitucionalidade,4
2014-03-01,Convolação de recuperação judicial em falência,3
2014-03-01,Corretagem,28
2014-03-01,Corrupção ativa,2
2014-03-01,Corrupção passiva,1
2014-03-01,Crédito Rural,2
2014-03-01,Crédito Tributário,3
2014-03-01,Crime contra o Pátrio-Poder e Tutela,7
2014-03-01,Crimes Contra a Administração da Justiça,5
2014-03-01,Crimes contra a Fauna,3
2014-03-01,Crimes contra a Flora,5
2014-03-01,Crimes contra as Marcas,1
2014-03-01,Crimes contra as Relações de Consumo,8
2014-03-01,Crimes da Lei de licitações,7
2014-03-01,"Crimes de Lavagem ou Ocultação de Bens, Direitos ou Valores",6
2014-03-01,Crimes de Responsabilidade,1
2014-03-01,Crimes de Tráfico Ilícito e uso indevido de drogas - L 6368,22
2014-03-01,Crimes de Trânsito,41
2014-03-01,Crimes do Sistema Nacional de Armas,97
2014-03-01,Crimes do Sistema Nacional de Armas - L 9437,1
2014-03-01,Crimes Falimentares,2
2014-03-01,Crimes Previstos na Legislação Extravagante,1
2014-03-01,Crimes Previstos no Estatuto da criança e do adolescente,5
2014-03-01,Crimes Previstos no Estatuto do Idoso,1
2014-03-01,Curso de Formação,2
2014-03-01,Custeio de Assistência Médica,1
2014-03-01,Da Poluição,3
2014-03-01,Dano,1
2014-03-01,Dano Ambiental,4
2014-03-01,Dano ao Erário,5
2014-03-01,Dano Qualificado,1
2014-03-01,De Tráfico Ilícito e Uso Indevido de Drogas,7
2014-03-01,Decorrente de Violência Doméstica,31
2014-03-01,Defensoria Pública,1
2014-03-01,Demissão ou Exoneração,4
2014-03-01,Denunciação caluniosa,5
2014-03-01,Desacato,7
2014-03-01,Desapropriação,10
2014-03-01,Desapropriação Indireta,2
2014-03-01,Desapropriação por Utilidade Pública / DL 3.365/1941,10
2014-03-01,Desconsideração da Personalidade Jurídica,1
2014-03-01,Desconto em folha de pagamento,4
2014-03-01,Descontos Indevidos,74
2014-03-01,Desenho Industrial,4
2014-03-01,Desobediência,6
2014-03-01,Desobediência a decisão judicial sobre perda ou suspensão de direitos,1
2014-03-01,Despejo para Uso Próprio,6
2014-03-01,Despejo por Denúncia Vazia,13
2014-03-01,Despesas Condominiais,49
2014-03-01,Diárias e Outras Indenizações,3
2014-03-01,Difamação,5
2014-03-01,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,40
2014-03-01,Direito Autoral,17
2014-03-01,DIREITO CIVIL,13
2014-03-01,DIREITO DA CRIANÇA E DO ADOLESCENTE,100
2014-03-01,Direito de Imagem,11
2014-03-01,Direito de Preferência,2
2014-03-01,Direito de Vizinhança,38
2014-03-01,DIREITO DO CONSUMIDOR,35
2014-03-01,DIREITO PENAL,37
2014-03-01,Direitos da Personalidade,2
2014-03-01,Dirigente Sindical,2
2014-03-01,Disponibilidade / Aproveitamento,1
2014-03-01,Dissolução,129
2014-03-01,Dívida Ativa não-tributária,20
2014-03-01,Divisão e Demarcação,13
2014-03-01,Doação,4
2014-03-01,Duplicata,128
2014-03-01,Duplicata Simulada,1
2014-03-01,Edital,4
2014-03-01,Empregado Público / Temporário,70
2014-03-01,Empreitada,7
2014-03-01,Empréstimo consignado,119
2014-03-01,Empréstimos Compulsórios,4
2014-03-01,Enriquecimento ilícito,1
2014-03-01,Enriquecimento sem Causa,1
2014-03-01,Ensino Fundamental e Médio,58
2014-03-01,Ensino Superior,132
2014-03-01,Equilíbrio Financeiro,2
2014-03-01,Erro Médico,17
2014-03-01,Esbulho / Turbação / Ameaça,78
2014-03-01,Espécies de Contratos,140
2014-03-01,Espécies de Títulos de Crédito,139
2014-03-01,Estabelecimentos de Ensino,50
2014-03-01,Estabilidade,1
2014-03-01,Estaduais,4
2014-03-01,Estelionato,25
2014-03-01,Estupro,72
2014-03-01,Estupro (Art. 213),1
2014-03-01,Estupro de vulnerável,36
2014-03-01,Exame de Saúde e/ou Aptidão Física,6
2014-03-01,Exame Psicotécnico / Psiquiátrico,5
2014-03-01,Exclusão de associado,1
2014-03-01,Execução Contratual,2
2014-03-01,Exercício em Outro Município,1
2014-03-01,Exibicao de Documentos,158
2014-03-01,Exigência de Prática Forense,1
2014-03-01,Exoneração,41
2014-03-01,Explosão,1
2014-03-01,Expurgos Inflacionários / Planos Econômicos,303
2014-03-01,Extorsão,11
2014-03-01,Extorsão mediante seqüestro,6
2014-03-01,Extravio de bagagem,6
2014-03-01,Falsidade ideológica,4
2014-03-01,Falsificação / Corrupção / Adulteração / Alteração de Substância ou Produtos Alimentícios,4
2014-03-01,Falsificação de documento público,3
2014-03-01,Falsificação do selo ou sinal público,1
2014-03-01,Família,28
2014-03-01,Fatos Jurídicos,1
2014-03-01,Fauna,1
2014-03-01,FAVORECIMENTO DA PROSTITUICAO OU OUTRA FORMA DE EXPLORACAO SEXUAL DE VULNERAVEL,1
2014-03-01,Férias,26
2014-03-01,Fiança,2
2014-03-01,Financiamento de Produto,11
2014-03-01,Fiscalização,8
2014-03-01,Fixação,29
2014-03-01,Fornecimento de Água,36
2014-03-01,Fornecimento de Energia Elétrica,229
2014-03-01,Franquia,5
2014-03-01,Fraude de lei sobre estrangeiros,1
2014-03-01,Funcionamento de Estabelecimentos Empresariais,1
2014-03-01,Fundação de Direito Privado,2
2014-03-01,Furto,101
2014-03-01,Furto (art. 155),6
2014-03-01,Furto Privilegiado,7
2014-03-01,Furto Qualificado,174
2014-03-01,"Furto Qualificado (Art. 155, § 4o.)",1
2014-03-01,Garantias Constitucionais,7
