yearMonth,subject,count
2010-11-01,Registro de Im\xc3\xb3veis,14
2010-11-01,REGISTROS P\xc3\x9aBLICOS,1
2010-11-01,Regulamenta\xc3\xa7\xc3\xa3o de Visitas,9
2010-11-01,Reintegra\xc3\xa7\xc3\xa3o,4
2010-11-01,Reivindica\xc3\xa7\xc3\xa3o,7
2010-11-01,Rela\xc3\xa7\xc3\xb5es de Parentesco,11
2010-11-01,Remo\xc3\xa7\xc3\xa3o,1
2010-11-01,Representa\xc3\xa7\xc3\xa3o comercial,31
2010-11-01,Rescis\xc3\xa3o,2
2010-11-01,Reserva de Dominio,24
2010-11-01,Resgate de Contribui\xc3\xa7\xc3\xa3o,3
2010-11-01,Resist\xc3\xaancia,2
2010-11-01,Responsabilidade Civil,226
2010-11-01,Responsabilidade Civil do Empregador,10
2010-11-01,Responsabilidade Contratual,1
2010-11-01,Responsabilidade da Administra\xc3\xa7\xc3\xa3o,7
2010-11-01,Responsabilidade dos s\xc3\xb3cios,1
2010-11-01,Restabelecimento,10
2010-11-01,Retifica\xc3\xa7\xc3\xa3o de Data de Nascimento,1
2010-11-01,Retifica\xc3\xa7\xc3\xa3o de Nome,1
2010-11-01,Revis\xc3\xa3o,73
2010-11-01,Roubo,87
2010-11-01,Roubo Majorado,536
2010-11-01,Rural,2
2010-11-01,Sa\xc3\xbade,3
2010-11-01,Se\xc3\xa7\xc3\xa3o C\xc3\xadvel,3
2010-11-01,Seguida de Morte,2
2010-11-01,Seguro,900
2010-11-01,Seq\xc3\xbcestro e c\xc3\xa1rcere privado,5
2010-11-01,Servi\xc3\xa7os,4
2010-11-01,Servi\xc3\xa7os Hospitalares,1
2010-11-01,Servid\xc3\xa3o,3
2010-11-01,Servidao de Eletroduto,4
2010-11-01,Servidor P\xc3\xbablico Civil,114
2010-11-01,Servidores Ativos,60
2010-11-01,Servidores Inativos,195
2010-11-01,Sistema Financeiro da Habita\xc3\xa7\xc3\xa3o,71
2010-11-01,Sistema Nacional de Tr\xc3\xa2nsito,29
2010-11-01,Sistema Remunerat\xc3\xb3rio e Benef\xc3\xadcios,174
2010-11-01,Sociedade,15
2010-11-01,Sonega\xc3\xa7\xc3\xa3o de papel ou objeto de valor probat\xc3\xb3rio,4
2010-11-01,Sucess\xc3\xb5es,30
2010-11-01,Supress\xc3\xa3o de documento,1
2010-11-01,Susta\xc3\xa7\xc3\xa3o de Protesto,4
2010-11-01,T\xc3\xadtulos de Cr\xc3\xa9dito,2
2010-11-01,Taxa de Coleta de Lixo,6
2010-11-01,Taxa de Ilumina\xc3\xa7\xc3\xa3o P\xc3\xbablica,6
2010-11-01,Taxa de Licenciamento de Estabelecimento,3
2010-11-01,Taxa de Preven\xc3\xa7\xc3\xa3o e Combate a Inc\xc3\xaandio,1
2010-11-01,Taxa Judici\xc3\xa1ria,1
2010-11-01,Taxas,5
2010-11-01,Telefonia,295
2010-11-01,Tempo de Servi\xc3\xa7o,2
2010-11-01,Teto Salarial,3
2010-11-01,Tr\xc3\xa1fico de Drogas e Condutas Afins,538
2010-11-01,Transa\xc3\xa7\xc3\xa3o,20
2010-11-01,Transfer\xc3\xaancia de cotas,2
2010-11-01,Transporte A\xc3\xa9reo,6
2010-11-01,Transporte de Coisas,3
2010-11-01,Transporte de Pessoas,8
2010-11-01,Tratamento da Pr\xc3\xb3pria Sa\xc3\xbade,2
2010-11-01,Tratamento M\xc3\xa9dico,637
2010-11-01,Tratamento Medico,150
2010-11-01,Tutela e Curatela,6
2010-11-01,Uni\xc3\xa3o Est\xc3\xa1vel ou Concubinato,7
2010-11-01,Uni\xc3\xa3o Homoafetiva,1
2010-11-01,Uso de documento falso,21
2010-11-01,Usucapi\xc3\xa3o da L 6,2
2010-11-01,Usucapi\xc3\xa3o Especial,2
2010-11-01,Usucapi\xc3\xa3o Extraordin\xc3\xa1ria,15
2010-11-01,Usucapi\xc3\xa3o Ordin\xc3\xa1ria,2
2010-11-01,Usucapiao,5
2010-11-01,Vaga de garagem,1
2010-11-01,Viola\xc3\xa7\xc3\xa3o de direito autoral,50
2010-11-01,Viola\xc3\xa7\xc3\xa3o de domic\xc3\xadlio,1
2010-11-01,Volunt\xc3\xa1ria,3
2010-12-01,\xc3\x81guas P\xc3\xbablicas,6
2010-12-01,1,13
2010-12-01,Abandono Intelectual,1
2010-12-01,Abandono Material,10
2010-12-01,Aborto provocado por terceiro,3
2010-12-01,Abuso Sexual,1
2010-12-01,Acidente de Tr\xc3\xa2nsito,92
2010-12-01,Acidente de Trabalho,10
2010-12-01,Acidente De Trabalho,3
2010-12-01,Acompanhamento de C\xc3\xb4njuge ou Companheiro,1
2010-12-01,Acumula\xc3\xa7\xc3\xa3o de Cargos,2
2010-12-01,Adicional de Horas Extras,6
2010-12-01,Adicional de Insalubridade,20
2010-12-01,Adicional de Periculosidade,1
2010-12-01,Adicional de Servi\xc3\xa7o Noturno,4
2010-12-01,Adicional por Tempo de Servi\xc3\xa7o,2
2010-12-01,Adjudica\xc3\xa7\xc3\xa3o Compuls\xc3\xb3ria,6
2010-12-01,Administra\xc3\xa7\xc3\xa3o de Heran\xc3\xa7a,1
2010-12-01,Ado\xc3\xa7\xc3\xa3o de Crian\xc3\xa7a,4
2010-12-01,Adultera\xc3\xa7\xc3\xa3o de Sinal Identificador de Ve\xc3\xadculo Automotor,10
2010-12-01,Ag\xc3\xaancie e Distribui\xc3\xa7\xc3\xa3o,3
2010-12-01,Agrot\xc3\xb3xicos,3
2010-12-01,Aliena\xc3\xa7\xc3\xa3o Fiduci\xc3\xa1ria,3562
2010-12-01,Alimentos,227
2010-12-01,Amamenta\xc3\xa7\xc3\xa3o,1
2010-12-01,Amea\xc3\xa7a,26
2010-12-01,Anula\xc3\xa7\xc3\xa3o,5
2010-12-01,Anula\xc3\xa7\xc3\xa3o e Corre\xc3\xa7\xc3\xa3o de Provas,5
2010-12-01,Aposentadoria,12
2010-12-01,Aposentadoria por Invalidez,1
2010-12-01,Aposentadoria por Invalidez Acident\xc3\xa1ria,4
2010-12-01,Apreens\xc3\xa3o,2
2010-12-01,Apropria\xc3\xa7\xc3\xa3o ind\xc3\xa9bita,29
2010-12-01,Apura\xc3\xa7\xc3\xa3o de haveres,1
2010-12-01,Aquisi\xc3\xa7\xc3\xa3o,17
2010-12-01,Arrendamento Mercantil,544
2010-12-01,Arrendamento Rural,32
2010-12-01,Ass\xc3\xa9dio Sexual,1
2010-12-01,Assembl\xc3\xa9ia,1
2010-12-01,Associa\xc3\xa7\xc3\xa3o,1
2010-12-01,Atentado Violento ao Pudor,95
2010-12-01,Ato Infracional,74
2010-12-01,Atos Administrativos,16
2010-12-01,Atraso de v\xc3\xb4o,2
2010-12-01,Autofal\xc3\xaancia,1
2010-12-01,Aux\xc3\xadlio,1219
2010-12-01,Banc\xc3\xa1rios,732
2010-12-01,Bem de Fam\xc3\xadlia,7
2010-12-01,Benef\xc3\xadcios em Esp\xc3\xa9cie,11
2010-12-01,Bens P\xc3\xbablicos,3
2010-12-01,Bloqueio de Valores de Contas P\xc3\xbablicas,1
2010-12-01,Busca e Apreens\xc3\xa3o de Menores,3
2010-12-01,C\xc3\xa9dula de Cr\xc3\xa9dito Banc\xc3\xa1rio,13
2010-12-01,C\xc3\xa9dula de Cr\xc3\xa9dito Industrial,3
2010-12-01,C\xc3\xa9dula de Cr\xc3\xa9dito Rural,32
2010-12-01,C\xc3\xa9dula de Produto Rural,7
2010-12-01,Cancelamento de Hipoteca,1
2010-12-01,Cancelamento de Protesto,2
2010-12-01,Capacidade,46
2010-12-01,Cart\xc3\xa3o de Cr\xc3\xa9dito,529
2010-12-01,Casa de Prostitui\xc3\xa7\xc3\xa3o,3
2010-12-01,Casamento,7
2010-12-01,Cheque,160
2010-12-01,Classifica\xc3\xa7\xc3\xa3o e,15
2010-12-01,CNH,11
2010-12-01,Coa\xc3\xa7\xc3\xa3o no curso do processo,2
2010-12-01,Cobran\xc3\xa7a indevida de liga\xc3\xa7\xc3\xb5es,1
2010-12-01,Cofins,1621
2010-12-01,Coisas,8
2010-12-01,Comiss\xc3\xa3o,1
2010-12-01,Comodato,4
2010-12-01,Compra e Venda,77
2010-12-01,Compromisso,5
2010-12-01,Concess\xc3\xa3o,13
2010-12-01,Concurso P\xc3\xbablico,35
2010-12-01,Condi\xc3\xa7\xc3\xb5es Especiais para Presta\xc3\xa7\xc3\xa3o de Prova,1
2010-12-01,Condom\xc3\xadnio,21
2010-12-01,Condom\xc3\xadnio em Edif\xc3\xadcio,38
2010-12-01,Cons\xc3\xb3rcio,112
2010-12-01,Conselhos Regionais e Afins,2
2010-12-01,Constitui\xc3\xa7\xc3\xa3o de Renda,1
2010-12-01,Constrangimento ilegal,1
2010-12-01,Contra a vida,3
2010-12-01,Contra o Patrim\xc3\xb4nio,7
2010-12-01,Contratos Administrativos,21
2010-12-01,Contratos Banc\xc3\xa1rios,1933
2010-12-01,Contratos de Consumo,86
2010-12-01,Contratos de Participacao Financeira,2479
2010-12-01,Contraven\xc3\xa7\xc3\xb5es Penais,16
2010-12-01,Contribui\xc3\xa7\xc3\xa3o de Ilumina\xc3\xa7\xc3\xa3o P\xc3\xbablica,2
2010-12-01,Contribui\xc3\xa7\xc3\xa3o Sindical,4
2010-12-01,Contribui\xc3\xa7\xc3\xa3o Social sobre o Lucro L\xc3\xadquido,1
2010-12-01,Contribui\xc3\xa7\xc3\xb5es,4
2010-12-01,Contribui\xc3\xa7\xc3\xb5es de Melhoria,13
2010-12-01,Contribui\xc3\xa7\xc3\xb5es para o SEBRAE,2
2010-12-01,Contribui\xc3\xa7\xc3\xb5es Previdenci\xc3\xa1rias,488
2010-12-01,Contribui\xc3\xa7\xc3\xb5es Sociais,130
2010-12-01,Controle de Constitucionalidade,10
2010-12-01,Corre\xc3\xa7\xc3\xa3o Monet\xc3\xa1ria,1
2010-12-01,Corretagem,5
2010-12-01,Corrup\xc3\xa7\xc3\xa3o ativa,4
2010-12-01,Corrup\xc3\xa7\xc3\xa3o de Menores,1
2010-12-01,Corrup\xc3\xa7\xc3\xa3o passiva,3
2010-12-01,CORRUPCAO DE MENORES,2
2010-12-01,CPMF,1
2010-12-01,Cr\xc3\xa9dito Rural,4
2010-12-01,Crime contra o P\xc3\xa1trio,2
2010-12-01,Crimes contra a Fauna,1
2010-12-01,Crimes contra a Flora,1
2010-12-01,Crimes contra a Incolumidade P\xc3\xbablica,2
2010-12-01,Crimes Contra a Ordem Economica,1
2010-12-01,Crimes contra a vida,1
2010-12-01,Crimes contra as Rela\xc3\xa7\xc3\xb5es de Consumo,1
2010-12-01,Crimes Contra o Sistema Financeiro,1
2010-12-01,Crimes contra os Costumes,3
2010-12-01,Crimes da Lei de licita\xc3\xa7\xc3\xb5es,1
2010-12-01,Crimes de Lavagem ou Oculta\xc3\xa7\xc3\xa3o de Bens,1
2010-12-01,Crimes de Responsabilidade,2
2010-12-01,Crimes de Tortura,4
2010-12-01,Crimes de Tr\xc3\xa1fico Il\xc3\xadcito e uso indevido de drogas,35
2010-12-01,Crimes de Tr\xc3\xa2nsito,56
2010-12-01,Crimes do Sistema Nacional de Armas,192
2010-12-01,Crimes Militares,1
2010-12-01,Crimes Previstos no Estatuto da crian\xc3\xa7a e do adolescente,17
2010-12-01,Crimes Previstos no Estatuto do Idoso,1
2010-12-01,Curso de Forma\xc3\xa7\xc3\xa3o,4
2010-12-01,Custeio de Assist\xc3\xaancia M\xc3\xa9dica,1
2010-12-01,D\xc3\xadvida Ativa n\xc3\xa3o,11
2010-12-01,Dano Ambiental,1
2010-12-01,Dano ao Er\xc3\xa1rio,1
2010-12-01,Dano Qualificado,4
2010-12-01,De Tr\xc3\xa1fico Il\xc3\xadcito e Uso Indevido de Drogas,3
2010-12-01,Decorrente de Viol\xc3\xaancia Dom\xc3\xa9stica,38
2010-12-01,Defrauda\xc3\xa7\xc3\xa3o de Penhor,1
2010-12-01,Demiss\xc3\xa3o ou Exonera\xc3\xa7\xc3\xa3o,1
2010-12-01,Denuncia\xc3\xa7\xc3\xa3o caluniosa,6
2010-12-01,Dep\xc3\xb3sito,1
2010-12-01,Desacato,2
2010-12-01,Desapropria\xc3\xa7\xc3\xa3o,7
2010-12-01,Desapropria\xc3\xa7\xc3\xa3o Indireta,5
2010-12-01,Desapropria\xc3\xa7\xc3\xa3o por Utilidade P\xc3\xbablica,12
2010-12-01,Desconto em folha de pagamento,23
2010-12-01,Descontos Indevidos,37
2010-12-01,Desobedi\xc3\xaancia,2
2010-12-01,Desobedi\xc3\xaancia a decis\xc3\xa3o judicial sobre perda ou suspens\xc3\xa3o de direitos,1
2010-12-01,Despejo para Uso Pr\xc3\xb3prio,4
2010-12-01,Despejo por Den\xc3\xbancia Vazia,4
2010-12-01,Despesas Condominiais,40
2010-12-01,DIREITO ADMINISTRATIVO E OUTRAS MAT\xc3\x89RIAS DE DIREITO P\xc3\x9aBLICO,17
2010-12-01,Direito Autoral,6
2010-12-01,DIREITO CIVIL,8
2010-12-01,DIREITO DA CRIAN\xc3\x87A E DO ADOLESCENTE,39
2010-12-01,Direito de Imagem,2
2010-12-01,Direito de Prefer\xc3\xaancia,1
2010-12-01,Direito de Vizinhan\xc3\xa7a,27
2010-12-01,DIREITO DO CONSUMIDOR,14
2010-12-01,DIREITO PENAL,9
2010-12-01,Direitos,1
2010-12-01,Direitos e T\xc3\xadtulos de Cr\xc3\xa9dito,3
2010-12-01,Dissolu\xc3\xa7\xc3\xa3o,171
2010-12-01,Divis\xc3\xa3o e Demarca\xc3\xa7\xc3\xa3o,8
2010-12-01,Doa\xc3\xa7\xc3\xa3o,2
2010-12-01,Dom\xc3\xadnio P\xc3\xbablico,3
2010-12-01,Duplicata,89
2010-12-01,Duplicata Simulada,1
2010-12-01,Edital,2
2010-12-01,Emiss\xc3\xa3o Irregular de Conhecimento de Dep\xc3\xb3sito ou Warrant,1
2010-12-01,Empr\xc3\xa9stimos Compuls\xc3\xb3rios,6
2010-12-01,Empregado P\xc3\xbablico,26
2010-12-01,Empreitada,1
2010-12-01,Energia El\xc3\xa9trica,2
2010-12-01,Enquadramento,1
2010-12-01,Ensino Fundamental e M\xc3\xa9dio,2
2010-12-01,Ensino Superior,16
2010-12-01,Equil\xc3\xadbrio Financeiro,1
2010-12-01,Erro M\xc3\xa9dico,11
2010-12-01,Esbulho,25
2010-12-01,Esp\xc3\xa9cies de Contratos,75
2010-12-01,Esp\xc3\xa9cies de T\xc3\xadtulos de Cr\xc3\xa9dito,36
2010-12-01,Estabelecimentos de Ensino,1
2010-12-01,Estaduais,4
2010-12-01,Estelionato,57
2010-12-01,Estupro,90
2010-12-01,ESTUPRO DE VULNERAVEL,34
2010-12-01,Exame de Sa\xc3\xbade e,4
2010-12-01,Exame Psicot\xc3\xa9cnico,2
2010-12-01,Execu\xc3\xa7\xc3\xa3o Contratual,1
2010-12-01,Exibicao de Documentos,144
2010-12-01,Exonera\xc3\xa7\xc3\xa3o,31
2010-12-01,Expurgos Inflacion\xc3\xa1rios,705
2010-12-01,Extors\xc3\xa3o,9
2010-12-01,Extors\xc3\xa3o mediante seq\xc3\xbcestro,1
2010-12-01,Extors\xc3\xa3o mediante Seq\xc3\xbcestro Seguida de Morte,1
2010-12-01,F\xc3\xa9rias,47
2010-12-01,Falsidade ideol\xc3\xb3gica,3
2010-12-01,Falsifica\xc3\xa7\xc3\xa3o,3
2010-12-01,Falsifica\xc3\xa7\xc3\xa3o de documento p\xc3\xbablico,4
2010-12-01,Falsifica\xc3\xa7\xc3\xa3o de documento particular,1
2010-12-01,Falsifica\xc3\xa7\xc3\xa3o do selo ou sinal p\xc3\xbablico,1
2010-12-01,Falso testemunho ou falsa per\xc3\xadcia,3
2010-12-01,Fam\xc3\xadlia,52
2010-12-01,Fauna,1
2010-12-01,Favorecimento da Prostitui\xc3\xa7\xc3\xa3o,2
2010-12-01,FAVORECIMENTO DA PROSTITUICAO OU OUTRA FORMA DE EXPLORACAO SEXUAL DE VULNERAVEL,1
2010-12-01,Fian\xc3\xa7a,1
2010-12-01,Finsocial,1
2010-12-01,Fiscaliza\xc3\xa7\xc3\xa3o,7
2010-12-01,Fixa\xc3\xa7\xc3\xa3o,7
2010-12-01,Fornecimento de \xc3\x81gua,27
2010-12-01,Fornecimento de Energia El\xc3\xa9trica,355
2010-12-01,Franquia,2
2010-12-01,Fraude no Pagamento por Meio de Cheque,2
2010-12-01,Funcionamento de Estabelecimentos Empresariais,2
2010-12-01,Funda\xc3\xa7\xc3\xa3o de Direito Privado,1
2010-12-01,Furto,193
2010-12-01,Furto Privilegiado,6
2010-12-01,Furto Qualificado,403
2010-12-01,Garantias Constitucionais,8
2010-12-01,Gratifica\xc3\xa7\xc3\xa3o Natalina,2
2010-12-01,Gratifica\xc3\xa7\xc3\xb5es de Atividade,13
2010-12-01,Gratifica\xc3\xa7\xc3\xb5es e Adicionais,24
2010-12-01,Grav\xc3\xadssima,2
2010-12-01,Grave,13
2010-12-01,Guarda,31
2010-12-01,Habilita\xc3\xa7\xc3\xa3o,2
2010-12-01,Hipoteca,2
2010-12-01,Homic\xc3\xaddio Privilegiado,3
2010-12-01,Homic\xc3\xaddio Qualificado,237
2010-12-01,Homic\xc3\xaddio Simples,75
2010-12-01,Honorarios Profissionais,69
2010-12-01,ICMS,451
2010-12-01,Imiss\xc3\xa3o,16
2010-12-01,Impostos,82
2010-12-01,Improbidade Administrativa,14
2010-12-01,Inadimplemento,6
2010-12-01,Inc\xc3\xaandio,1
2010-12-01,Inclus\xc3\xa3o Indevida em Cadastro de Inadimplentes,381
2010-12-01,Inconstitucionalidade Material,17
2010-12-01,Indeniza\xc3\xa7\xc3\xa3o por Dano Material,35
2010-12-01,Indeniza\xc3\xa7\xc3\xa3o por Dano Moral,856
2010-12-01,Industrial,1
2010-12-01,Infantic\xc3\xaddio,1
2010-12-01,Infra\xc3\xa7\xc3\xa3o Administrativa,10
2010-12-01,Ingresso e Concurso,1
2010-12-01,Ingresso e Exclus\xc3\xa3o dos S\xc3\xb3cios na Sociedade,1
2010-12-01,Inqu\xc3\xa9rito,2
2010-12-01,Inscri\xc3\xa7\xc3\xa3o,1
2010-12-01,Inspe\xc3\xa7\xc3\xa3o Fitossanit\xc3\xa1ria,1
2010-12-01,Integralidade,163
2010-12-01,Interpreta\xc3\xa7\xc3\xa3o,13
2010-12-01,Invalidez Permanente,1
2010-12-01,Invent\xc3\xa1rio e Partilha,173
2010-12-01,Investiga\xc3\xa7\xc3\xa3o de Maternidade,1
2010-12-01,Investiga\xc3\xa7\xc3\xa3o de Paternidade,47
2010-12-01,IPTU,353
2010-12-01,IPVA,22
2010-12-01,IRPF,19
2010-12-01,Irredutibilidade de Vencimentos,1
2010-12-01,Isonomia,25
2010-12-01,ISS,99
2010-12-01,ITBI,7
2010-12-01,ITCD,18
2010-12-01,Jornada de Trabalho,3
2010-12-01,Latroc\xc3\xadnio,89
2010-12-01,Legal,1
2010-12-01,Leve,11
2010-12-01,Libera\xc3\xa7\xc3\xa3o de Ve\xc3\xadculo Apreendido,13
2010-12-01,Licen\xc3\xa7a,3
2010-12-01,Licen\xc3\xa7as,14
2010-12-01,Licenciamento de Ve\xc3\xadculo,8
2010-12-01,Licita\xc3\xa7\xc3\xb5es,39
2010-12-01,Limite de Idade,2
2010-12-01,Liquida\xc3\xa7\xc3\xa3o,1
2010-12-01,Loca\xc3\xa7\xc3\xa3o,1
2010-12-01,Loca\xc3\xa7\xc3\xa3o de Im\xc3\xb3vel,188
2010-12-01,Loca\xc3\xa7\xc3\xa3o de M\xc3\xb3vel,3
2010-12-01,Lota\xc3\xa7\xc3\xa3o,2
2010-12-01,M\xc3\xbatuo,600
2010-12-01,Mandato,15
2010-12-01,Marca,6
2010-12-01,Media\xc3\xa7\xc3\xa3o para Servir a Lasc\xc3\xadvia de Outrem,1
2010-12-01,Meio Ambiente,18
2010-12-01,Militar,11
2010-12-01,Multas e demais San\xc3\xa7\xc3\xb5es,122
2010-12-01,Munic\xc3\xadpio,1
2010-12-01,Municipais,7
2010-12-01,Nomea\xc3\xa7\xc3\xa3o,18
2010-12-01,Nota de Cr\xc3\xa9dito Comercial,2
2010-12-01,Nota de Cr\xc3\xa9dito Rural,2
2010-12-01,Nota Promiss\xc3\xb3ria,63
2010-12-01,Nulidade e Anula\xc3\xa7\xc3\xa3o de Partilha e Adjudica\xc3\xa7\xc3\xa3o de Heran\xc3\xa7a,1
2010-12-01,NULL,4182
2010-12-01,Obriga\xc3\xa7\xc3\xb5es,165
2010-12-01,Ordena\xc3\xa7\xc3\xa3o da Cidade,2
2010-12-01,Organiza\xc3\xa7\xc3\xa3o Pol\xc3\xadtico,2
2010-12-01,Pagamento,55
2010-12-01,Pagamento Atrasado,1
2010-12-01,Pagamento em Consigna\xc3\xa7\xc3\xa3o,2
2010-12-01,Parcelamento do solo urbano,1
2010-12-01,Parceria Agr\xc3\xadcola e,2
2010-12-01,Partido Pol\xc3\xadtico,1
2010-12-01,Patente,3
2010-12-01,Peculato,5
2010-12-01,Penhor,1
2010-12-01,Pens\xc3\xa3o,61
2010-12-01,Pens\xc3\xa3o por Morte,5
2010-12-01,Perdas e Danos,1
2010-12-01,Perigo para a vida ou sa\xc3\xbade de outrem,1
2010-12-01,Pessoas naturais,1
2010-12-01,PIS,400
2010-12-01,Planos de Sa\xc3\xbade,145
2010-12-01,Posse,114
2010-12-01,Posse de Drogas para Consumo Pessoal,7
2010-12-01,Posse e Exerc\xc3\xadcio,4
2010-12-01,Prazo de Validade,1
2010-12-01,Prefeito,3
2010-12-01,Presta\xc3\xa7\xc3\xa3o de Contas,3
2010-12-01,Presta\xc3\xa7\xc3\xa3o de Servi\xc3\xa7os,107
2010-12-01,Previd\xc3\xaancia privada,412
2010-12-01,Processo Administrativo Disciplinar,2
2010-12-01,Processo Administrativo Disciplinar ou Sindic\xc3\xa2ncia,4
2010-12-01,Processo Disciplinar,1
2010-12-01,Processo Legislativo,1
2010-12-01,Promessa de Compra e Venda,224
2010-12-01,Promo\xc3\xa7\xc3\xa3o,191
2010-12-01,Propriedade,27
2010-12-01,Propriedade Fiduci\xc3\xa1ria,1
2010-12-01,Propriedade Intelectual,3
2010-12-01,Protesto Indevido de T\xc3\xadtulo,2
2010-12-01,Quadrilha ou Bando,3
2010-12-01,Reajuste de Remunera\xc3\xa7\xc3\xa3o,27
2010-12-01,Reajustes de Remunera\xc3\xa7\xc3\xa3o,1695
2010-12-01,Recepta\xc3\xa7\xc3\xa3o,64
2010-12-01,Recepta\xc3\xa7\xc3\xa3o Qualificada,15
2010-12-01,Recondu\xc3\xa7\xc3\xa3o,1
2010-12-01,Reconhecimento,50
2010-12-01,Recupera\xc3\xa7\xc3\xa3o judicial e Fal\xc3\xaancia,31
2010-12-01,Recusa,1
2010-12-01,Redu\xc3\xa7\xc3\xa3o da Capacidade Auditiva,1
2010-12-01,Regime de Bens Entre os C\xc3\xb4njuges,2
2010-12-01,Regime Estatut\xc3\xa1rio,1
2010-12-01,Regime Previdenci\xc3\xa1rio,2
2010-12-01,Registro Civil das Pessoas Naturais,6
2010-12-01,Registro das Pessoas Juridicas d de Titulos E,1
2010-12-01,Registro de \xc3\x93bito ap\xc3\xb3s prazo legal,1
2010-12-01,Registro de Im\xc3\xb3veis,33
2010-12-01,Regulamenta\xc3\xa7\xc3\xa3o de Visitas,13
2010-12-01,Reintegra\xc3\xa7\xc3\xa3o,1
2010-12-01,Reivindica\xc3\xa7\xc3\xa3o,8
2010-12-01,Rela\xc3\xa7\xc3\xb5es de Parentesco,20
2010-12-01,Representa\xc3\xa7\xc3\xa3o comercial,21
2010-12-01,Rescis\xc3\xa3o,2
2010-12-01,Rescis\xc3\xa3o do contrato e devolu\xc3\xa7\xc3\xa3o do dinheiro,1
2010-12-01,Reserva de Dominio,11
2010-12-01,Reserva Remunerada,1
2010-12-01,Resgate de Contribui\xc3\xa7\xc3\xa3o,4
2010-12-01,Resist\xc3\xaancia,2
2010-12-01,Responsabilidade Civil,140
2010-12-01,Responsabilidade Civil do Empregador,11
2010-12-01,Responsabilidade da Administra\xc3\xa7\xc3\xa3o,6
2010-12-01,Responsabilidade do Fornecedor,1
2010-12-01,Restabelecimento,13
2010-12-01,Retifica\xc3\xa7\xc3\xa3o de Data de Nascimento,1
2010-12-01,Retifica\xc3\xa7\xc3\xa3o de Nome,3
2010-12-01,Revis\xc3\xa3o,50
2010-12-01,Revis\xc3\xa3o do Saldo Devedor,1
2010-12-01,Revis\xc3\xa3o Geral Anual,4
2010-12-01,Roubo,115
2010-12-01,Roubo Majorado,602
2010-12-01,Rural,1
2010-12-01,Sa\xc3\xbade,8
2010-12-01,Se\xc3\xa7\xc3\xa3o C\xc3\xadvel,1
2010-12-01,Seguida de Morte,1
2010-12-01,Seguro,425
2010-12-01,Seq\xc3\xbcestro e c\xc3\xa1rcere privado,5
2010-12-01,Servi\xc3\xa7os,8
2010-12-01,Servid\xc3\xa3o,4
2010-12-01,Servidao de Eletroduto,1
2010-12-01,Servidor P\xc3\xbablico Civil,68
2010-12-01,Servidores Ativos,37
2010-12-01,Servidores Inativos,251
2010-12-01,Sistema Financeiro da Habita\xc3\xa7\xc3\xa3o,46
2010-12-01,Sistema Nacional de Tr\xc3\xa2nsito,33
2010-12-01,Sistema Remunerat\xc3\xb3rio e Benef\xc3\xadcios,106
2010-12-01,Sociedade,2
2010-12-01,Sucess\xc3\xb5es,51
2010-12-01,Suspens\xc3\xa3o,1
2010-12-01,Susta\xc3\xa7\xc3\xa3o,1
2010-12-01,Susta\xc3\xa7\xc3\xa3o de Protesto,13
2010-12-01,T\xc3\xadtulos de Cr\xc3\xa9dito,3
2010-12-01,Taxa de Coleta de Lixo,3
2010-12-01,Taxa de Ilumina\xc3\xa7\xc3\xa3o P\xc3\xbablica,9
2010-12-01,Taxa de Licenciamento de Estabelecimento,1
2010-12-01,Taxas,6
2010-12-01,Telefonia,329
2010-12-01,Tempo de Servi\xc3\xa7o,2
2010-12-01,Tr\xc3\xa1fico de Drogas e Condutas Afins,539
2010-12-01,Transa\xc3\xa7\xc3\xa3o,30
2010-12-01,Transfer\xc3\xaancia para reserva,1
2010-12-01,Transporte A\xc3\xa9reo,2
2010-12-01,Transporte de Coisas,13
2010-12-01,Transporte de Pessoas,7
2010-12-01,Transporte Terrestre,3
2010-12-01,Tratamento M\xc3\xa9dico,936
2010-12-01,Tratamento Medico,99
2010-12-01,Tutela e Curatela,9
2010-12-01,Uni\xc3\xa3o Est\xc3\xa1vel ou Concubinato,23
2010-12-01,Uni\xc3\xa3o Homoafetiva,1
2010-12-01,Unidade de Conserva\xc3\xa7\xc3\xa3o da Natureza,1
2010-12-01,Uso de documento falso,6
2010-12-01,Usucapi\xc3\xa3o da L 6,2
2010-12-01,Usucapi\xc3\xa3o Especial,10
2010-12-01,Usucapi\xc3\xa3o Extraordin\xc3\xa1ria,42
2010-12-01,Usucapi\xc3\xa3o Ordin\xc3\xa1ria,11
2010-12-01,Usucapiao,1
2010-12-01,Usufruto,1
2010-12-01,Ve\xc3\xadculos,1
2010-12-01,Viol\xc3\xaancia Dom\xc3\xa9stica contra a Mulher,1
2010-12-01,Viola\xc3\xa7\xc3\xa3o de direito autoral,6
2010-12-01,Volunt\xc3\xa1ria,1
2011-01-01,\xc3\x81guas P\xc3\xbablicas,6
2011-01-01,1,29
2011-01-01,Abandono Material,2
2011-01-01,Aborto provocado por terceiro,1
2011-01-01,Acidente A\xc3\xa9reo,1
2011-01-01,Acidente de Tr\xc3\xa2nsito,71
2011-01-01,Acidente de Trabalho,9
2011-01-01,Acidente De Trabalho,4
2011-01-01,Adicional de Horas Extras,5
2011-01-01,Adicional de Insalubridade,4
