weekDay,assunto_cnj,count
Mon,Gratificações de Atividade,193
Mon,Gratificações e Adicionais,313
Mon,Gratificações Municipais Específicas,54
Mon,Grave,29
Mon,Gravíssima,12
Mon,Guarda,432
Mon,Habilitação / Registro Cadastral / Julgamento / Homologação,14
Mon,Habitação,2
Mon,Hipoteca,21
Mon,Homicídio Privilegiado,11
Mon,Homicídio Qualificado,1067
Mon,Homicídio Simples,217
Mon,Honorarios Profissionais,586
Mon,ICMS / Incidência Sobre o Ativo Fixo,36
Mon,ICMS/ Imposto sobre Circulação de Mercadorias,2714
Mon,ICMS/Importação,20
Mon,Imissão,109
Mon,Impedimento / Detenção / Prisão,1
Mon,Impostos,1484
Mon,Improbidade Administrativa,227
Mon,Inadimplemento,314
Mon,Incapacidade Laborativa Parcial,3
Mon,Incapacidade Laborativa Permanente,1
Mon,Incapacidade Laborativa Temporária,1
Mon,Incapacidade Laborativa Temporária :: Competência da Fazenda Pública,3
Mon,Incêndio,9
Mon,Incitação ao Crime,3
Mon,Inclusão de Dependente,3
Mon,Inclusão Indevida em Cadastro de Inadimplentes,2780
Mon,Inconstitucionalidade Material,766
Mon,Indenização / Terço Constitucional,145
Mon,Indenização por Dano Material,1166
Mon,Indenizaçao por Dano Moral,7
Mon,Indenização por Dano Moral,7953
Mon,Indenizações Regulares,10
Mon,Índice da Alíquota,3
Mon,Índice da URV Lei 8.880/1994,10
Mon,Indisponibilidade de Bens,1
Mon,Infração Administrativa,76
Mon,Infração de Medida Sanitária Preventiva,1
Mon,Ingresso e Concurso,25
Mon,Ingresso e Exclusão dos Sócios na Sociedade,10
Mon,Injúria,273
Mon,Inquérito / Processo / Recurso Administrativo,13
Mon,Inscrição / Documentação,23
Mon,Inserção de dados falsos em sistema de informações,1
Mon,Inspeção Sanitária de Origem Animal,6
Mon,Integralidade,719
Mon,Interdição,11
Mon,Interesse Particular,1
Mon,Internação compulsória,3
Mon,Internação sem atividades externas,5
Mon,Internação voluntária,1
Mon,Internação/Transferência Hospitalar,3
Mon,Interpretação / Revisão de Contrato,139
Mon,Intervenção do Estado na Propriedade,23
Mon,Intervenção em Estado / Município,10
Mon,Introdução ou abandono de animais em propriedade alheia,3
Mon,Invalidez Permanente,22
Mon,Inventário e Partilha,1030
Mon,Investigação de Maternidade,2
Mon,Investigação de Paternidade,183
Mon,IPTU/ Imposto Predial e Territorial Urbano,5063
Mon,IPVA - Imposto Sobre Propriedade de Veículos Automotores,285
Mon,IRPF/Imposto de Renda de Pessoa Física,262
Mon,IRPJ/Imposto de Renda de Pessoa Jurídica,3
Mon,Irredutibilidade de Vencimentos,31
Mon,Isonomia,17
Mon,Isonomia/Equivalência Salarial,42
Mon,ISS/ Imposto sobre Serviços,1035
Mon,ITBI - Imposto de Transmissão Intervivos de Bens Móveis e Imóveis,72
Mon,ITCD - Imposto de Transmissão Causa Mortis,46
Mon,Jogo e Aposta,2
Mon,Jogos de Bingo e/ou Caça-níqueis,1
Mon,Jornada de Trabalho,717
Mon,Juros de Mora - Legais / Contratuais,1
Mon,Latrocínio,111
Mon,Leasing Imobiliario,1
Mon,Lei de Imprensa,1
Mon,Lesões Corporais,14
Mon,Letra de Câmbio,1
Mon,Leve,579
Mon,Liberação de Veículo Apreendido,96
Mon,Liberdade assistida,2
Mon,Licença Capacitação (Aperfeiçoamento Profissional),1
Mon,Licença por Acidente em Serviço,1
Mon,Licença Prêmio,81
Mon,Licença-Prêmio,84
Mon,Licenças,69
Mon,Licenças / Afastamentos,38
Mon,Licenciamento,2
Mon,Licenciamento / Exclusão,6
Mon,Licenciamento de Veículo,68
Mon,Licitações,218
Mon,Limite de Idade,7
Mon,Liquidação,2
Mon,Liquidação / Cumprimento / Execução :: Competência de Cível - Meio Ambiente,11
Mon,Liquidação / Cumprimento / Execução :: Competência de Precatória Cível,313
Mon,Liquidação / Cumprimento / Execução :: Competência de Precatória Registros Públicos,21
Mon,Locação / Permissão / Concessão / Autorização / Cessão de Uso,6
Mon,Locação de Imóvel,1487
Mon,Locação de Móvel,50
Mon,Lotação,3
Mon,Loterias/Sorteio,1
Mon,Magistério público da educação básica - hora-atividade (Lei 11.738/08),492
Mon,Magistratura,1
Mon,Mandato,657
Mon,Marca,49
Mon,Maus Tratos,61
Mon,Maus Tratos :: Competência de Habilitações - JIJ,6
Mon,Medicamento / Tratamento / Cirurgia de Eficácia não comprovada,2
Mon,Medidas Sócioeducativas,24
Mon,Meio Ambiente,186
Mon,Militar,214
Mon,Ministério Público,2
Mon,Modalidade / Limite / Dispensa / Inexigibilidade,2
Mon,Moeda Falsa / Assimilados,2
Mon,Motim de presos,2
Mon,Multa,6
Mon,Multas e demais Sanções,1506
Mon,Municipais,210
Mon,Município,5
Mon,Mútuo,447
Mon,Nomeação,296
Mon,Nota de Crédito Comercial,3
Mon,Nota de Crédito Industrial,2
Mon,Nota de Crédito Rural,4
Mon,Nota Promissória,446
Mon,Nulidade / Anulação,1
Mon,Nulidade e Anulação de Partilha e Adjudicação de Herança,10
Mon,Nulidade e Anulação de Testamento,12
Mon,Obrigações,1850
Mon,Oferecimento de Drogas para Consumo Conjunto,1
Mon,Oferta,12
Mon,Omissão de socorro,5
Mon,Orçamento,5
Mon,Ordem Urbanística,1
Mon,Ordenação da Cidade / Plano Diretor,30
Mon,Organização Político-administrativa / Administração Pública,9
Mon,Outras fraudes,10
Mon,Pagamento,318
Mon,Pagamento Atrasado / Correção Monetária,14
Mon,Pagamento em Consignação,14
Mon,Pagamento Indevido,14
Mon,Parcelamento,3
Mon,Parcelamento de Vencimentos,537
Mon,Parceria Agrícola e/ou pecuária,50
Mon,Parlamentares,8
Mon,Partido Político,4
Mon,Patente,16
Mon,Patrimônio Histórico / Tombamento,8
Mon,Peculato,14
Mon,Peculato mediante erro de outrem,1
Mon,Penalidades,3
Mon,Penhor,11
Mon,Pensão,514
Mon,Pensão por Morte (Art. 74/9),146
Mon,Perda da Propriedade,3
Mon,Perdas e Danos,12
Mon,Periclitação da Vida e da Saúde e Rixa,1
Mon,Perigo para a vida ou saúde de outrem,10
Mon,Pessoas Jurídicas,39
Mon,Pessoas naturais,245
Mon,Petição de Herança,4
Mon,PIS,31
Mon,Piso Salarial,2297
Mon,Plano de Classificação de Cargos,7
Mon,Planos de Saúde,3091
Mon,Pobreza :: Competência de Procedimento Administrativo - JIJ,1
Mon,Poluição,1
Mon,Posse,956
Mon,Posse de Drogas para Consumo Pessoal,761
Mon,Posse e Exercício,27
Mon,Posse Sexual Mediante Fraude,1
Mon,Praticagem,1
Mon,Prazo de Validade,7
Mon,Prefeito,5
Mon,Preferências e Privilégios Creditórios,1
Mon,Prescrição,2
Mon,Prestação de Contas,10
Mon,Prestação de Serviços,1037
Mon,Prestação de serviços à comunidade,1
Mon,Prevaricação,10
Mon,Previdência privada,1995
Mon,Previstos na Legislação Extravagante,1
Mon,Processo Administrativo Disciplinar / Sindicância,15
Mon,Processo Administrativo Disciplinar ou Sindicância,72
Mon,Processo Disciplinar / Sindicância,3
Mon,Processo Legislativo,7
Mon,Produto Impróprio,1
Mon,Programa de Computador,4
Mon,Programa de Desligamento Voluntário (PDV),1
Mon,Promessa de Compra e Venda,2746
Mon,Promessa de Recompensa,1
Mon,Promoção,792
Mon,Promoção / Ascensão,640
Mon,"Promoção, constituição, financiamento ou integração de Organização Criminosa",14
Mon,Propriedade,233
Mon,Propriedade Fiduciária,9
Mon,Propriedade Intelectual / Industrial,146
Mon,Protesto Indevido de Título,61
Mon,Prova de Títulos,6
Mon,Provisória,1
Mon,Pulsos Excedentes,1
Mon,Quadrilha ou Bando,22
Mon,Quadrilha ou Bando (art. 288),2
Mon,Quanto à Carga,1
Mon,Quitação,1
Mon,Readaptação,5
Mon,"Reajuste de Remuneração, Soldo, Proventos ou Pensão",68
Mon,"Reajustes de Remuneração, Proventos ou Pensão",6051
Mon,Receptação,156
Mon,Receptação Qualificada,19
Mon,Recondução,5
Mon,Reconhecimento / Dissolução,778
Mon,Recuperação extrajudicial,1
Mon,Recuperação judicial e Falência,487
Mon,"Recusa, retardamento ou omissão de dados técnicos indispensáveis à propositura de Ação Civil Pública",18
Mon,Redistribuição,1
Mon,Redução da Capacidade Auditiva,5
Mon,Redução da Capacidade Auditiva :: Competência da Fazenda Pública,2
Mon,Reforma,2
Mon,Regime,1
Mon,Regime de Bens Entre os Cônjuges,18
Mon,Regime Estatutário,37
Mon,Regime Previdenciário,20
Mon,Registro Civil das Pessoas Naturais,26
Mon,Registro das Pessoas Juridicas d de Titulos E,6
Mon,Registro de Imóveis,37
Mon,Registro de nascimento após prazo legal,2
Mon,Registro de Óbito após prazo legal,2
Mon,Registro em Cadastro,127
Mon,Registro em Cadastro de Análise de Crédito,62
Mon,Registro em Cadastro de Inadimplentes,892
Mon,Registro para comercialização de dados cadastrais de consumidores,49
Mon,REGISTROS PÚBLICOS,4
Mon,Regulamentação de Visitas,142
Mon,Reintegração,140
Mon,Reivindicação,145
Mon,Relações de Parentesco,22
Mon,Remoção,23
Mon,Remuneração,9
Mon,Repasse de Verbas Públicas,169
Mon,Repetição de indébito,147
Mon,Representação comercial,175
Mon,Rescisão,1
Mon,Rescisão / Resolução,26
Mon,Rescisão do contrato e devolução do dinheiro,228
Mon,Reserva de Dominio,80
Mon,Reserva de Vagas para Deficientes,11
Mon,Reserva Remunerada,1
Mon,Resgate de Contribuição,3
Mon,Resistência,99
Mon,Resistência (art. 329),1
Mon,Responsabilidade Civil,3218
Mon,Responsabilidade Civil do Empregador,17
Mon,Responsabilidade Contratual,4
Mon,Responsabilidade da Administração,280
Mon,Responsabilidade do Fornecedor,99
Mon,Responsabilidade dos sócios,5
Mon,Restabelecimento,66
Mon,Retificação de Área de Imóvel,1
Mon,Retificação de Data de Nascimento,3
Mon,Retificação de Nome,27
Mon,Retificação de Sexo,2
Mon,Reversão,30
Mon,Revisão,391
Mon,Revisão do Saldo Devedor,2
Mon,"Revisão Geral Anual (Mora do Executivo - inciso X, art. 37, CF 1988)",15
Mon,Revogação,3
Mon,Revogação de atos praticados em prejuízo de credores e da massa,3
Mon,Revogação/Anulação de multa ambiental,2
Mon,Revogação/Concessão de Licença Ambiental,4
Mon,Rixa,6
Mon,Roubo,207
Mon,Roubo (art. 157),232
Mon,Roubo Majorado,911
Mon,Rural - Agrícola/Pecuário,4
Mon,Rural (Art. 48/51),1
Mon,Salário-Família,109
Mon,Sanções Administrativas,2
Mon,Saneamento,5
Mon,SATISFACAO DE LASCIVIA MEDIANTE PRESENCA DE CRIANCA OU ADOLESCENTE,2
Mon,Saúde,648
Mon,Seção Cível,16
Mon,Seguida de Morte,5
Mon,Seguro,4757
Mon,Seqüestro e cárcere privado,11
Mon,Seqüestro e cárcere privado (art. 148),1
Mon,Serviço Militar,2
Mon,Serviço Militar dos Profissionais da Saúde,1
Mon,Serviços,146
Mon,Serviços Hospitalares,58
Mon,Serviços Profissionais,61
Mon,Servidão,26
Mon,Servidão Administrativa,10
Mon,Servidao de Eletroduto,59
Mon,Servidor Público Civil,1803
Mon,Servidores Ativos,69
Mon,Servidores Inativos,167
Mon,Sistema Financeiro da Habitação,272
Mon,Sistema Nacional de Trânsito,741
Mon,Sistema Remuneratório e Benefícios,4361
Mon,Sociedade,166
Mon,Sonegação de papel ou objeto de valor probatório,2
Mon,Subsídios,4
Mon,Substituição do Produto,32
Mon,Sucessão Provisória,1
Mon,Sucessões,333
Mon,Supressão de documento,3
Mon,Suspensão,11
Mon,Suspensão da Exigibilidade,6
Mon,Sustação de Protesto,201
Mon,Sustação/Alteração de Leilão,2
Mon,Tarifas,53
Mon,Taxa de Coleta de Lixo,98
Mon,Taxa de Fiscalização Ambiental,3
Mon,Taxa de Iluminação Pública,7
Mon,Taxa de Licenciamento de Estabelecimento,152
Mon,Taxa de Limpeza Pública,16
Mon,Taxa de Ocupação / Laudêmio / Foro,2
Mon,Taxa de Prevenção e Combate a Incêndio,6
Mon,Taxa Judiciária,2
Mon,Taxas,128
Mon,Telefonia,3429
Mon,Tempo de Serviço,47
Mon,Teto Salarial,113
Mon,Títulos de Crédito,21
Mon,Tráfico de Drogas e Condutas Afins,2139
Mon,Transação,26
Mon,Transferência,8
Mon,Transferência de cotas,1
Mon,Transporte Aéreo,74
Mon,Transporte Aquaviário,3
Mon,Transporte de Coisas,81
Mon,Transporte de Pessoas,77
Mon,Transporte Terrestre,22
Mon,Tratamento da Própria Saúde,11
Mon,Tratamento médico-hospitalar,8
Mon,Tratamento Médico-Hospitalar,211
Mon,Tratamento Medico-Hospitalar e/ou Fornecimento,699
Mon,Tratamento Médico-Hospitalar e/ou Fornecimento de Medicamentos,7110
Mon,Troca ou Permuta,23
Mon,Turismo,17
Mon,Tutela e Curatela,82
Mon,Ultraje Público ao Pudor (Ato/Escrito Obsceno),22
Mon,União Estável ou Concubinato,74
Mon,União Homoafetiva,3
Mon,Unidade de Conservação da Natureza,5
Mon,Unidade de terapia intensiva (UTI) / unidade de cuidados intensivos (UCI),2
Mon,Unidade de terapia intensiva (UTI) ou unidade de cuidados intensivos (UCI),31
Mon,Uso,1
Mon,Uso de documento falso,9
Mon,Uso ou Tráfico de Drogas,4
Mon,Uso ou Tráfico de Drogas :: Competência de Cautelares - JIJ,1
Mon,Uso ou Tráfico de Drogas :: Competência de Irregul. em Entidade de Atend. Sócioeducativo-JIJ,2
Mon,Usucapiao (Bens Moveis),4
Mon,Usucapião da L 6.969/1981,11
Mon,Usucapião Especial (Constitucional),19
Mon,Usucapião Especial Coletiva,5
Mon,Usucapião Extraordinária,249
Mon,Usucapião Ordinária,86
Mon,Usufruto,4
Mon,Usufruto e Administração dos Bens de Filhos Menores,1
Mon,Vaga de garagem,1
Mon,Veículos,2
Mon,Venda de Produtos ou Substância nas Condições dos Artigos 274 e 275,1
Mon,Verba de Representação,1
Mon,Viagem ao Exterior,3
Mon,Vícios de Construção,1
Mon,Violação aos Princípios Administrativos,5
Mon,Violação de direito autoral,16
Mon,Violação de domicílio,25
Mon,Violação do sigilo funcional,1
Mon,Violência Doméstica contra a Mulher,1
Mon,Voluntária,15
Mon,Warrant,1
Mon,NA,5103
Tue,1/3 de férias,3
Tue,Abandono de incapaz,1
Tue,Abandono Intelectual,52
Tue,Abandono Intelectual :: Competência de Execução Cível - JIJ,2
Tue,Abandono Material,76
Tue,Abandono Material :: Competência de Habilitações - JIJ,2
Tue,Abatimento proporcional do preço,243
Tue,Abono de Permanência,406
Tue,Abono Pecuniário (Art. 78 Lei 8.112/1990),4
Tue,Aborto provocado pela gestante ou com o seu consentimento,2
Tue,Aborto provocado por terceiro,9
Tue,Abuso Sexual,17
Tue,Abuso Sexual :: Competência de Família Substituta - JIJ,2
Tue,Acessão,1
Tue,Acidente de Trabalho,68
Tue,Acidente De Trabalho,196
Tue,Acidente de Trânsito,3468
Tue,Acumulação de Cargos,11
Tue,Acumulação de Proventos,2
Tue,Adicional de Fronteira,6
Tue,Adicional de Horas Extras,238
Tue,Adicional de Insalubridade,255
Tue,Adicional de Periculosidade,121
Tue,Adicional de Produtividade,1
Tue,Adicional de Serviço Noturno,1696
Tue,Adicional por Tempo de Serviço,16
Tue,"Adidos, Agregados e Adjuntos",1
Tue,Adimplemento e Extinção,27
Tue,Adjudicação,1
Tue,Adjudicação Compulsória,145
Tue,Administração,13
Tue,Administração de Herança,10
Tue,Administração judicial,3
Tue,Admissão / Permanência / Despedida,182
Tue,Adoção de Adolescente,2
Tue,Adoção de Criança,26
Tue,Adoção de Maior,4
Tue,Adoção Internacional :: Competência de Cautelares - JIJ,2
Tue,Adoção Internacional :: Competência de Preparação para Adoção - JIJ,3
Tue,Adoção Nacional,6
Tue,Adoção Nacional :: Competência de Cautelares - JIJ,1
Tue,Adoção Nacional :: Competência de Preparação para Adoção - JIJ,1
Tue,Adulteração de Sinal Identificador de Veículo Automotor,35
Tue,Agêncie e Distribuição,3
Tue,Agentes Políticos,5
Tue,Agrotóxicos,3
Tue,Água e/ou Esgoto,11
Tue,Águas Públicas,26
Tue,Alienação Fiduciária,13036
Tue,Alienação Judicial,7
Tue,Alienação Parental,14
Tue,Alimentos,1389
Tue,Alíquota Progressiva,2
Tue,Alíquota Zero,1
Tue,Alteração de Coisa Comum,15
Tue,Ameaça,310
Tue,Ameaça (art. 147),8
Tue,Anulação,130
Tue,Anulação de Débito Fiscal,107
Tue,Anulação e Correção de Provas / Questões,99
Tue,Aposentadoria,325
Tue,Aposentadoria Especial (Art. 57/8),1
Tue,Aposentadoria por Idade (Art. 48/51),1
Tue,Aposentadoria por Invalidez,92
Tue,Aposentadoria por Invalidez Acidentária,47
Tue,Aposentadoria por Tempo de Contribuição (Art. 55/6),3
Tue,Aposentadoria/Retorno aoTrabalho,3
Tue,Apreensão,1
Tue,"Apropriação de Coisa Havida por Erro, Caso Fortuito ou Força da Natureza",1
Tue,Apropriação indébita,54
Tue,Apuração de haveres,19
Tue,Aquisição,243
Tue,Área de Preservação Permanente,1
Tue,Arras ou Sinal,1
Tue,Arrendamento Mercantil,448
Tue,Arrendamento Rural,251
Tue,Assédio Sexual,3
Tue,Assembléia,12
Tue,Assinatura Básica Mensal,236
Tue,Assistência à Saúde,82
Tue,Assistência Médico-Hospitalar,2
Tue,Associação,78
Tue,Associação para a Produção e Tráfico e Condutas Afins,71
Tue,Assunção de Obrigação no Último Ano do Mandado ou Legislatura,1
Tue,Atentado Violento ao Pudor,76
Tue,Atentado Violento ao Pudor (Art. 214),1
Tue,Atividade Política,3
Tue,Ato / Negócio Jurídico,67
Tue,Ato Infracional,689
Tue,"Ato Lesivo ao Patrimônio Artístico, Estético, Histórico ou Turístico",6
Tue,Atos Administrativos,566
Tue,Atos Unilaterais,46
Tue,ATP/Adicional de Tarifa Portuária,1
Tue,Atraso de vôo,75
Tue,Autofalência,21
Tue,Auxílio-Acidente (Art. 86),580
Tue,Auxílio-Alimentação,3394
Tue,Auxílio-Doença Acidentário,2084
Tue,Auxílio-Doença Previdenciário,8
Tue,Auxílio-Funeral,3
Tue,Auxílio-Natalidade,1
Tue,Auxílio-Reclusão (Art. 80),2
Tue,Auxílio-transporte,50
Tue,Averbação / Contagem de Tempo Especial,6
Tue,Averbação / Contagem Recíproca,4
Tue,Bancários,6565
Tue,Bem de Família,52
Tue,"Benefício Assistencial (Art. 203,V CF/88)",2
Tue,Benefícios em Espécie,120
Tue,Benfeitorias,13
Tue,Bens Públicos,8
Tue,Bloqueio de Matrícula,1
Tue,Busca e Apreensão de Menores,46
Tue,Cadastro de Análise de Crédito,4253
Tue,Cadeira de rodas / cadeira de banho / cama hospitalar,1
Tue,Calúnia,45
Tue,Cancelamento de Protesto,77
Tue,Cancelamento de vôo,132
Tue,Capacidade,383
Tue,Capitalização e Previdência Privada,2
Tue,Cargo em Comissão,1
Tue,Cartão de Crédito,12436
Tue,Casamento,130
Tue,Cédula de Crédito à Exportação,2
Tue,Cédula de Crédito Bancário,523
Tue,Cédula de Crédito Comercial,33
Tue,Cédula de Crédito Industrial,25
Tue,Cédula de Crédito Rural,178
Tue,Cédula de Produto Rural,56
Tue,Cédula Hipotecária,37
Tue,Cessão de Crédito,7
Tue,Cheque,1744
Tue,Classificação de créditos,9
Tue,Classificação e/ou Preterição,143
Tue,CND/Certidão Negativa de Débito,2
Tue,CNH - Carteira Nacional de Habilitação,1213
Tue,Coação no curso do processo,10
Tue,Cobrança indevida de ligações,131
Tue,Cofins,175
Tue,Coisas,2629
Tue,"Colaboração com Grupo, Organização ou Associação Destinados à Produção ou Tráfico de Drogas",2
Tue,Comercialização de dados cadastrais de consumidores,113
Tue,Comissão,40
Tue,Comodato,79
Tue,Compensação,6
Tue,Complementação de Benefício/Ferroviário,10
Tue,Compra e Venda,2273
Tue,Compromisso,234
Tue,Compulsória,3
Tue,Comunicação falsa de crime ou de contravenção,2
Tue,Concessão,247
Tue,Concessão / Permissão / Autorização,18
Tue,Concurso de Credores,3
Tue,Concurso Público / Edital,568
Tue,Concussão,1
Tue,Condições Especiais para Prestação de Prova,5
Tue,Condomínio,606
Tue,Condomínio em Edifício,213
Tue,Conflito Fundiário Coletivo Rural,1
Tue,Conselhos Regionais e Afins (Anuidade),7
Tue,Consórcio,485
Tue,Constrangimento ilegal,6
Tue,Constrangimento ilegal (art. 146),1
Tue,Consulta,3
Tue,Contra a dignidade sexual,1
Tue,Contra a liberdade pessoal,2
Tue,Contra a vida,5
Tue,Contra o Patrimônio,9
Tue,Contrabando ou Descaminho,2
Tue,Contrato Temporário de Mão de Obra L 8.745/1993,21
Tue,Contratos Administrativos,356
Tue,Contratos Bancários,16448
Tue,Contratos de Consumo,2082
Tue,Contratos de Participacao Financeira,15184
Tue,Contravenções Penais,208
Tue,Contribuição de Iluminação Pública,3
Tue,Contribuição Sindical,37
Tue,Contribuição Sindical Rural,1
Tue,Contribuições,35
Tue,Contribuições Corporativas,2
Tue,Contribuições de Melhoria,115
Tue,"Contribuições para o SEBRAE, SESC, SENAC, SENAI e outros",6
Tue,Contribuições Previdenciárias,9908
Tue,Contribuições Sociais,30
Tue,Controle de Constitucionalidade,36
Tue,Convênio,7
Tue,Convolação de recuperação judicial em falência,3
Tue,Correção Monetária,4
Tue,Corretagem,454
Tue,Corrupção ativa,9
Tue,Corrupção de Menores,4
Tue,Corrupção passiva,8
Tue,Creditamento,1
Tue,Crédito Prêmio,1
Tue,Crédito Rural,64
Tue,Crédito Tributário,38
Tue,Crime contra o Pátrio-Poder e Tutela,7
Tue,Crime Tentado :: Competência de Crime Sumário,1
Tue,Crime Tentado :: Decorrente de Violência Doméstica,2
Tue,Crimes contra a Dignidade Sexual,1
Tue,Crimes contra a Dignidade Sexual :: Competência de Violência Doméstica,3
Tue,Crimes contra a Fauna,2
Tue,Crimes contra a Flora,3
Tue,Crimes contra a inviolabilidade de segredo,1
Tue,Crimes contra a vida,4
Tue,Crimes contra as Relações de Consumo,23
Tue,Crimes contra o Meio Ambiente e o Patrimônio Genético,1
Tue,Crimes Contra o Sistema Financeiro,1
Tue,Crimes da Lei de licitações,10
Tue,Crimes de Abuso de Autoridade,4
Tue,Crimes de Imprensa,1
Tue,"Crimes de Lavagem ou Ocultação de Bens, Direitos ou Valores",12
Tue,Crimes de Responsabilidade,10
Tue,Crimes de Tortura,30
Tue,Crimes de Tráfico Ilícito e uso indevido de drogas - L 6368,138
Tue,Crimes de Trânsito,387
Tue,Crimes do Sistema Nacional de Armas,409
Tue,Crimes do Sistema Nacional de Armas - L 9437,7
Tue,Crimes Falimentares,2
Tue,Crimes Militares,1
Tue,Crimes Previstos no Estatuto da criança e do adolescente,27
Tue,Crimes Previstos no Estatuto do Idoso,6
Tue,Curadoria dos bens do ausente,3
Tue,Curso de Formação,27
Tue,Custeio de Assistência Médica,15
Tue,Da Poluição,12
Tue,Dano,11
Tue,Dano (art. 163),2
Tue,Dano Ambiental,3
Tue,Dano ao Erário,9
Tue,Dano Qualificado,17
Tue,Data Base,5
Tue,De Tráfico Ilícito e Uso Indevido de Drogas,84
Tue,De Trânsito,3
Tue,Debêntures,5
Tue,Decadência,1
Tue,Decorrente de Violência Doméstica,446
Tue,Decretação de Ofício,2
Tue,"Defeito, nulidade ou anulação",6
Tue,Defensoria Pública,1
Tue,Demissão ou Exoneração,27
Tue,Denunciação caluniosa,7
Tue,Depósito,28
Tue,Desacato,27
Tue,Desacato (art. 331),1
Tue,Desapropriação,56
Tue,Desapropriação de Imóvel Urbano,4
Tue,Desapropriação Indireta,28
Tue,Desapropriação por Utilidade Pública / DL 3.365/1941,19
Tue,Desconsideração da Personalidade Jurídica,5
Tue,Desconto em folha de pagamento,39
Tue,Descontos Indevidos,898
Tue,Desenho Industrial,3
Tue,Deserdação,2
Tue,Desobediência,7
Tue,Desobediência (art. 330),1
Tue,Desobediência a decisão judicial sobre perda ou suspensão de direitos,5
Tue,Despejo para Uso de Ascendentes e Descendentes,6
Tue,Despejo para Uso Próprio,44
Tue,Despejo por Denúncia Vazia,41
Tue,Despesas Condominiais,472
Tue,Diárias e Outras Indenizações,66
Tue,Difamação,8
Tue,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,319
Tue,Direito Autoral,68
Tue,DIREITO CIVIL,979
Tue,DIREITO DA CRIANÇA E DO ADOLESCENTE,821
Tue,DIREITO DA SAÚDE,14
Tue,Direito de Greve,46
Tue,Direito de Imagem,121
Tue,Direito de Preferência,2
Tue,Direito de Vizinhança,340
Tue,DIREITO DO CONSUMIDOR,973
Tue,DIREITO MARÍTIMO,1
Tue,DIREITO PENAL,165
Tue,Direitos / Deveres do Condômino,25
Tue,Direitos da Personalidade,6
Tue,Direitos da Personalidade :: Competência de Voluntárias - JIJ,2
Tue,Direitos e Títulos de Crédito,1
Tue,Dirigente Sindical,12
Tue,Dissolução,980
Tue,Dívida Ativa não-tributária,244
Tue,Divisão e Demarcação,140
Tue,Do Sistema Nacional de Armas,23
Tue,Doação,47
Tue,Doença em Pessoa da Família,2
Tue,Domínio Público,7
Tue,Duplicata,780
Tue,Duplicata Simulada,3
Tue,Edital,14
Tue,Eleição,11
Tue,Eleições - Diretórios,1
Tue,Empregado Público / Temporário,542
Tue,Empreitada,96
Tue,Empréstimo consignado,700
Tue,Empréstimos Compulsórios,4
Tue,Energia Elétrica,38
Tue,Enfiteuse,1
Tue,Enquadramento,7
Tue,Enriquecimento ilícito,2
Tue,Enriquecimento sem Causa,8
Tue,Ensino Fundamental e Médio,5546
Tue,Ensino Fundamental e Médio :: Competência de Execução Cível - JIJ,1
Tue,Ensino Superior,836
Tue,Entrada e Permanência de Menores,7
Tue,Equilíbrio Financeiro,2
Tue,Equivalência salarial,1
Tue,Erro Médico,293
Tue,Esbulho / Turbação / Ameaça,641
Tue,Escolaridade,32
Tue,Espécies de Contratos,1707
Tue,Espécies de Títulos de Crédito,939
Tue,Estabelecimentos de Ensino,429
Tue,Estabilidade,3
Tue,Estaduais,42
Tue,Estágio Probatório,1
Tue,Estatuto da criança e do adolescente,1
Tue,Estelionato,156
Tue,Estelionato Majorado,5
Tue,Estimatório,1
Tue,Estupro,223
Tue,Estupro (Art. 213),23
Tue,Estupro de vulnerável,343
Tue,Estupro de Vulnerável,1
Tue,Evicção ou Vicio Redibitório,2
Tue,Exame de Saúde e/ou Aptidão Física,63
Tue,Exame Psicotécnico / Psiquiátrico,87
Tue,Exclusão - ICMS,8
Tue,Exclusão de associado,6
Tue,Exclusão de herdeiro ou legatário,1
Tue,Execução Contratual,26
Tue,Exibicao de Documentos,1338
Tue,Exoneração,325
Tue,Expedição de Certidão Positiva de Débito com Efeito de Negativa,1
Tue,Expedição de CND,2
Tue,Expurgos Inflacionários / Planos Econômicos,14014
Tue,Extinção,3
Tue,Extinção do Crédito Tributário,1
Tue,Extorsão,54
Tue,Extorsão mediante seqüestro,14
Tue,Extorsão mediante seqüestro (art. 159),1
Tue,Extravio de bagagem,79
Tue,Fabricação de Objeto Destinado a Produção de Drogas e Condutas Afins,1
Tue,Falsa identidade,1
Tue,Falsidade ideológica,12
Tue,Falsificação / Corrupção / Adulteração / Alteração de produto destinado a fins terapêuticos ou medicinais,7
Tue,Falsificação / Corrupção / Adulteração / Alteração de Substância ou Produtos Alimentícios,2
Tue,Falsificação de documento particular,2
Tue,Falsificação de documento público,5
Tue,Falsificação de papéis públicos,1
Tue,Falsificação do selo ou sinal público,1
Tue,Falso testemunho ou falsa perícia,1
Tue,Falta / Insuficiência das Condições de Encarceramento :: Competência da Fazenda Pública,106
Tue,Família,286
Tue,Fato Atípico,14
Tue,Fato Atípico :: Competência de Juizado Especial Crime,18
Tue,Fato Atípico :: Competência de Juizado Especial Crime - Trânsito,78
Tue,Fato Atípico :: Competência de Violência Doméstica,4
Tue,Fato Gerador/Incidência,11
